state,pollutant,emissions,unit,fuel
OK,Lead,0,TON,Distillate Oil (Diesel)
OR,Lead,0,TON,Distillate Oil (Diesel)
PA,Lead,0.0026,TON,Distillate Oil (Diesel)
PR,Lead,0.195945593,TON,Distillate Oil (Diesel)
RI,Lead,0.00008,TON,Distillate Oil (Diesel)
SC,Lead,0.00203981,TON,Distillate Oil (Diesel)
TN,Lead,0.001336541,TON,Distillate Oil (Diesel)
TX,Lead,0.0005,TON,Distillate Oil (Diesel)
UT,Lead,0,TON,Distillate Oil (Diesel)
VA,Lead,0.0004305,TON,Distillate Oil (Diesel)
WA,Lead,0,TON,Distillate Oil (Diesel)
WI,Lead,0.00164117,TON,Distillate Oil (Diesel)
WV,Lead,0.000787,TON,Distillate Oil (Diesel)
AK,Lead,0,TON,Distillate Oil (Diesel)
HI,Lead,0.024651944,TON,Distillate Oil (Diesel)
IA,Lead,0,TON,Distillate Oil (Diesel)
IL,Lead,0,TON,Distillate Oil (Diesel)
IN,Lead,0,TON,Distillate Oil (Diesel)
ME,Lead,7.11735E-05,TON,Distillate Oil (Diesel)
MS,Lead,0,TON,Distillate Oil (Diesel)
NC,Lead,5.65461E-05,TON,Distillate Oil (Diesel)
NE,Lead,0.0036,TON,Distillate Oil (Diesel)
NJ,Lead,0.0001,TON,Distillate Oil (Diesel)
NM,Lead,0,TON,Distillate Oil (Diesel)
NY,Lead,8.05403E-06,TON,Distillate Oil (Diesel)
OH,Lead,0.000016094,TON,Distillate Oil (Diesel)
PA,Lead,0.02,TON,Distillate Oil (Diesel)
SC,Lead,0.001306007,TON,Distillate Oil (Diesel)
TN,Lead,8.23453E-05,TON,Distillate Oil (Diesel)
UT,Lead,0,TON,Distillate Oil (Diesel)
VA,Lead,0.0000075,TON,Distillate Oil (Diesel)
WY,Lead,0.037,TON,Distillate Oil (Diesel)
NJ,Lead,0.0005,TON,Distillate Oil (Diesel)
IA,Lead,0,TON,Distillate Oil (Diesel)
NC,Lead,1.03421E-05,TON,Distillate Oil (Diesel)
NJ,Lead,0,TON,Distillate Oil (Diesel)
AZ,Lead,1.4385E-08,TON,Distillate Oil (Diesel)
IL,Lead,0,TON,Distillate Oil (Diesel)
IN,Lead,0.00007101,TON,Distillate Oil (Diesel)
MA,Lead,0.0002,TON,Distillate Oil (Diesel)
NC,Lead,0.000267685,TON,Distillate Oil (Diesel)
NJ,Lead,0,TON,Distillate Oil (Diesel)
NY,Lead,0.00135,TON,Distillate Oil (Diesel)
OR,Lead,8.15162E-06,TON,Distillate Oil (Diesel)
VA,Lead,0.0029135,TON,Distillate Oil (Diesel)
AK,Lead,0,TON,Natural Gas
AL,Lead,0.0234864,TON,Natural Gas
AR,Lead,0.000836765,TON,Natural Gas
AZ,Lead,0.000886025,TON,Natural Gas
CA,Lead,0.0025,TON,Natural Gas
FL,Lead,0.024473,TON,Natural Gas
IA,Lead,0,TON,Natural Gas
ID,Lead,8.664E-07,TON,Natural Gas
IN,Lead,0.01176552,TON,Natural Gas
KS,Lead,0.0017,TON,Natural Gas
KY,Lead,0.02993092,TON,Natural Gas
ME,Lead,0.010566903,TON,Natural Gas
MO,Lead,0.0015,TON,Natural Gas
MS,Lead,0.0059,TON,Natural Gas
NJ,Lead,0.0003,TON,Natural Gas
NM,Lead,0,TON,Natural Gas
NY,Lead,0.010405005,TON,Natural Gas
OH,Lead,0.000011,TON,Natural Gas
PA,Lead,0.0001,TON,Natural Gas
PR,Lead,5.82366E-05,TON,Natural Gas
TN,Lead,0.005284857,TON,Natural Gas
TX,Lead,0.0138,TON,Natural Gas
UT,Lead,0.003327,TON,Natural Gas
WI,Lead,0.000070965,TON,Natural Gas
WV,Lead,0.002802,TON,Natural Gas
FL,Lead,0.000009,TON,Natural Gas
IA,Lead,0,TON,Natural Gas
IL,Lead,0.000003,TON,Natural Gas
KY,Lead,0.00000001,TON,Natural Gas
MA,Lead,0,TON,Natural Gas
ME,Lead,0,TON,Natural Gas
MS,Lead,0,TON,Natural Gas
NJ,Lead,0,TON,Natural Gas
OH,Lead,0.000002,TON,Natural Gas
UT,Lead,0,TON,Natural Gas
NC,Lead,0.000000055,TON,Natural Gas
IN,Lead,0,TON,Natural Gas
NC,Lead,0.0002315,TON,Natural Gas
UT,Lead,0,TON,Natural Gas
FL,Lead,0.011555,TON,Gasified Coal
NJ,Lead,0.0002,TON,Process Gas
NC,Lead,0.1,TON,Landfill Gas
NJ,Lead,0,TON,Landfill Gas
ME,Lead,0,TON,Landfill Gas
NJ,Lead,0,TON,Landfill Gas
OR,Lead,0.28425,TON,Landfill Gas
UT,Lead,0,TON,Landfill Gas
WA,Lead,0.0025,TON,Landfill Gas
WA,Lead,0.003,TON,Landfill Gas
CT,Lead,0.000834168,TON,Kerosene/Naphtha (Jet Fuel)
DE,Lead,0.00046032,TON,Kerosene/Naphtha (Jet Fuel)
FL,Lead,0.000006,TON,Kerosene/Naphtha (Jet Fuel)
HI,Lead,0.00937681,TON,Kerosene/Naphtha (Jet Fuel)
ME,Lead,0.000282806,TON,Kerosene/Naphtha (Jet Fuel)
NH,Lead,5.72157E-05,TON,Kerosene/Naphtha (Jet Fuel)
NJ,Lead,0,TON,Kerosene/Naphtha (Jet Fuel)
NY,Lead,0.006911768,TON,Kerosene/Naphtha (Jet Fuel)
WV,Lead,0.0000166,TON,Kerosene/Naphtha (Jet Fuel)
HI,Lead,0.000819225,TON,Liquid Waste
AL,Nitrogen Oxides,5.632,TON,"Anthracite Coal, Pulverized"
CA,Nitrogen Oxides,0.417,TON,"Anthracite Coal, Pulverized"
CO,Nitrogen Oxides,1.2,TON,"Anthracite Coal, Pulverized"
MS,Nitrogen Oxides,5557.8,TON,"Anthracite Coal, Pulverized"
PA,Nitrogen Oxides,2041.745,TON,"Anthracite Coal, Pulverized"
TX,Nitrogen Oxides,1.63,TON,"Anthracite Coal, Pulverized"
VA,Nitrogen Oxides,0.011,TON,"Anthracite Coal, Pulverized"
WI,Nitrogen Oxides,1.349405,TON,"Anthracite Coal, Pulverized"
WY,Nitrogen Oxides,14.06,TON,"Anthracite Coal, Pulverized"
AZ,Nitrogen Oxides,0.04,TON,Anthracite Coal
AL,Nitrogen Oxides,17185.7,TON,"Bituminous Coal, Pulverized"
FL,Nitrogen Oxides,4649.4,TON,"Bituminous Coal, Pulverized"
GA,Nitrogen Oxides,394.65,TON,"Bituminous Coal, Pulverized"
IN,Nitrogen Oxides,267.39,TON,"Bituminous Coal, Pulverized"
KS,Nitrogen Oxides,0,TON,"Bituminous Coal, Pulverized"
OH,Nitrogen Oxides,12650,TON,"Bituminous Coal, Pulverized"
OK,Nitrogen Oxides,2705.45,TON,"Bituminous Coal, Pulverized"
PA,Nitrogen Oxides,5357.861,TON,"Bituminous Coal, Pulverized"
TX,Nitrogen Oxides,2560.7,TON,"Bituminous Coal, Pulverized"
UT,Nitrogen Oxides,25267.9,TON,"Bituminous Coal, Pulverized"
WI,Nitrogen Oxides,1269.685,TON,"Bituminous Coal, Pulverized"
,Nitrogen Oxides,6589.55,TON,"Bituminous Coal, Pulverized"
AL,Nitrogen Oxides,28068.1,TON,"Bituminous Coal, Pulverized"
AZ,Nitrogen Oxides,10382.99,TON,"Bituminous Coal, Pulverized"
CO,Nitrogen Oxides,1197.9,TON,"Bituminous Coal, Pulverized"
DE,Nitrogen Oxides,2352.3,TON,"Bituminous Coal, Pulverized"
FL,Nitrogen Oxides,20989.429,TON,"Bituminous Coal, Pulverized"
GA,Nitrogen Oxides,257.53,TON,"Bituminous Coal, Pulverized"
IA,Nitrogen Oxides,1109.26,TON,"Bituminous Coal, Pulverized"
IL,Nitrogen Oxides,24336.06,TON,"Bituminous Coal, Pulverized"
IN,Nitrogen Oxides,38384.822,TON,"Bituminous Coal, Pulverized"
KS,Nitrogen Oxides,628,TON,"Bituminous Coal, Pulverized"
KY,Nitrogen Oxides,58989.4766,TON,"Bituminous Coal, Pulverized"
LA,Nitrogen Oxides,12159,TON,"Bituminous Coal, Pulverized"
MA,Nitrogen Oxides,1737.87,TON,"Bituminous Coal, Pulverized"
MD,Nitrogen Oxides,5847.524,TON,"Bituminous Coal, Pulverized"
MI,Nitrogen Oxides,8930.95,TON,"Bituminous Coal, Pulverized"
MN,Nitrogen Oxides,358.5448,TON,"Bituminous Coal, Pulverized"
MO,Nitrogen Oxides,1268.38,TON,"Bituminous Coal, Pulverized"
MS,Nitrogen Oxides,4577.7,TON,"Bituminous Coal, Pulverized"
NC,Nitrogen Oxides,20962.02,TON,"Bituminous Coal, Pulverized"
NH,Nitrogen Oxides,462.152,TON,"Bituminous Coal, Pulverized"
NJ,Nitrogen Oxides,2116.634,TON,"Bituminous Coal, Pulverized"
NV,Nitrogen Oxides,5975.898,TON,"Bituminous Coal, Pulverized"
NY,Nitrogen Oxides,7504.073,TON,"Bituminous Coal, Pulverized"
OH,Nitrogen Oxides,49849.89,TON,"Bituminous Coal, Pulverized"
OK,Nitrogen Oxides,0,TON,"Bituminous Coal, Pulverized"
PA,Nitrogen Oxides,125513.3101,TON,"Bituminous Coal, Pulverized"
SC,Nitrogen Oxides,8014.2502,TON,"Bituminous Coal, Pulverized"
TN,Nitrogen Oxides,2763.6,TON,"Bituminous Coal, Pulverized"
TX,Nitrogen Oxides,20081.424,TON,"Bituminous Coal, Pulverized"
VA,Nitrogen Oxides,6353.252,TON,"Bituminous Coal, Pulverized"
WI,Nitrogen Oxides,4558.432,TON,"Bituminous Coal, Pulverized"
WV,Nitrogen Oxides,30532.4,TON,"Bituminous Coal, Pulverized"
IA,Nitrogen Oxides,4.22,TON,Bituminous Coal
IL,Nitrogen Oxides,32209.5,TON,Bituminous Coal
IN,Nitrogen Oxides,9545.49,TON,Bituminous Coal
KY,Nitrogen Oxides,11556.00965,TON,Bituminous Coal
MD,Nitrogen Oxides,2497.7,TON,Bituminous Coal
MO,Nitrogen Oxides,1547.83,TON,Bituminous Coal
NE,Nitrogen Oxides,6290.7,TON,Bituminous Coal
NH,Nitrogen Oxides,2952.04,TON,Bituminous Coal
NJ,Nitrogen Oxides,555.58,TON,Bituminous Coal
OH,Nitrogen Oxides,5500.2,TON,Bituminous Coal
TN,Nitrogen Oxides,1810.021,TON,Bituminous Coal
WI,Nitrogen Oxides,1658.36,TON,Bituminous Coal
WV,Nitrogen Oxides,4141.7,TON,Bituminous Coal
CO,Nitrogen Oxides,822.52,TON,Bituminous Coal
IA,Nitrogen Oxides,124.28,TON,Bituminous Coal
IL,Nitrogen Oxides,235.38,TON,Bituminous Coal
IN,Nitrogen Oxides,3.52341,TON,Bituminous Coal
MI,Nitrogen Oxides,1803.925,TON,Bituminous Coal
MO,Nitrogen Oxides,263.3,TON,Bituminous Coal
NC,Nitrogen Oxides,849.5,TON,Bituminous Coal
NE,Nitrogen Oxides,427.85,TON,Bituminous Coal
OH,Nitrogen Oxides,430.435,TON,Bituminous Coal
OK,Nitrogen Oxides,6827.6,TON,Bituminous Coal
VA,Nitrogen Oxides,3994.596,TON,Bituminous Coal
GA,Nitrogen Oxides,44.57,TON,Bituminous Coal
HI,Nitrogen Oxides,334.9418,TON,Bituminous Coal
IA,Nitrogen Oxides,207.39,TON,Bituminous Coal
MI,Nitrogen Oxides,384.7,TON,Bituminous Coal
MN,Nitrogen Oxides,201.21,TON,Bituminous Coal
,Nitrogen Oxides,19840.01,TON,"Bituminous Coal, Pulverized"
AL,Nitrogen Oxides,3066.7,TON,"Bituminous Coal, Pulverized"
AZ,Nitrogen Oxides,10995.4,TON,"Bituminous Coal, Pulverized"
CO,Nitrogen Oxides,2548.1,TON,"Bituminous Coal, Pulverized"
CT,Nitrogen Oxides,360.796,TON,"Bituminous Coal, Pulverized"
FL,Nitrogen Oxides,7455.376,TON,"Bituminous Coal, Pulverized"
GA,Nitrogen Oxides,52795.091,TON,"Bituminous Coal, Pulverized"
IA,Nitrogen Oxides,0,TON,"Bituminous Coal, Pulverized"
IN,Nitrogen Oxides,25962.15,TON,"Bituminous Coal, Pulverized"
KY,Nitrogen Oxides,20099.93,TON,"Bituminous Coal, Pulverized"
MA,Nitrogen Oxides,1453.51,TON,"Bituminous Coal, Pulverized"
MD,Nitrogen Oxides,7210.186,TON,"Bituminous Coal, Pulverized"
MI,Nitrogen Oxides,5976,TON,"Bituminous Coal, Pulverized"
MO,Nitrogen Oxides,519.1,TON,"Bituminous Coal, Pulverized"
NC,Nitrogen Oxides,15259.27,TON,"Bituminous Coal, Pulverized"
NY,Nitrogen Oxides,4138.422,TON,"Bituminous Coal, Pulverized"
OH,Nitrogen Oxides,17954.3,TON,"Bituminous Coal, Pulverized"
PA,Nitrogen Oxides,4644.915,TON,"Bituminous Coal, Pulverized"
SC,Nitrogen Oxides,16530.099,TON,"Bituminous Coal, Pulverized"
TN,Nitrogen Oxides,10541.2,TON,"Bituminous Coal, Pulverized"
UT,Nitrogen Oxides,23525.58,TON,"Bituminous Coal, Pulverized"
VA,Nitrogen Oxides,12344.159,TON,"Bituminous Coal, Pulverized"
WI,Nitrogen Oxides,2134.185,TON,"Bituminous Coal, Pulverized"
WV,Nitrogen Oxides,9960.3,TON,"Bituminous Coal, Pulverized"
WY,Nitrogen Oxides,490.3,TON,"Bituminous Coal, Pulverized"
MD,Nitrogen Oxides,594.054,TON,Bituminous Coal
NC,Nitrogen Oxides,4001.7,TON,Bituminous Coal
TN,Nitrogen Oxides,4694,TON,Bituminous Coal
WV,Nitrogen Oxides,7373,TON,Bituminous Coal
CA,Nitrogen Oxides,875.03189,TON,Bituminous Coal
CO,Nitrogen Oxides,1254.8,TON,Bituminous Coal
CT,Nitrogen Oxides,26.84994,TON,Bituminous Coal
KY,Nitrogen Oxides,1220.799,TON,Bituminous Coal
MD,Nitrogen Oxides,673.776,TON,Bituminous Coal
NH,Nitrogen Oxides,0,TON,Bituminous Coal
PA,Nitrogen Oxides,1976.979,TON,Bituminous Coal
WV,Nitrogen Oxides,0,TON,Bituminous Coal
FL,Nitrogen Oxides,1600.1,TON,Bituminous Coal
HI,Nitrogen Oxides,362.881,TON,Bituminous Coal
IL,Nitrogen Oxides,454.8,TON,Bituminous Coal
MI,Nitrogen Oxides,175.2,TON,Bituminous Coal
MT,Nitrogen Oxides,1164.902,TON,Bituminous Coal
PA,Nitrogen Oxides,2479.085,TON,Bituminous Coal
PR,Nitrogen Oxides,1765,TON,Bituminous Coal
UT,Nitrogen Oxides,413.893,TON,Bituminous Coal
WI,Nitrogen Oxides,22.2,TON,Bituminous Coal
WV,Nitrogen Oxides,2210.1,TON,Bituminous Coal
AR,Nitrogen Oxides,1508.4,TON,"Subbituminous Coal, Pulverized"
AZ,Nitrogen Oxides,4541.71,TON,"Subbituminous Coal, Pulverized"
IN,Nitrogen Oxides,10938.2,TON,"Subbituminous Coal, Pulverized"
LA,Nitrogen Oxides,2572,TON,"Subbituminous Coal, Pulverized"
NJ,Nitrogen Oxides,424.21,TON,"Subbituminous Coal, Pulverized"
NM,Nitrogen Oxides,3257.9,TON,"Subbituminous Coal, Pulverized"
OH,Nitrogen Oxides,75.2,TON,"Subbituminous Coal, Pulverized"
,Nitrogen Oxides,38712.12,TON,"Subbituminous Coal, Pulverized"
AL,Nitrogen Oxides,11023.7,TON,"Subbituminous Coal, Pulverized"
AR,Nitrogen Oxides,5323.6,TON,"Subbituminous Coal, Pulverized"
AZ,Nitrogen Oxides,6832.15,TON,"Subbituminous Coal, Pulverized"
CO,Nitrogen Oxides,40675.5,TON,"Subbituminous Coal, Pulverized"
IA,Nitrogen Oxides,25157.22,TON,"Subbituminous Coal, Pulverized"
IL,Nitrogen Oxides,7036.52,TON,"Subbituminous Coal, Pulverized"
IN,Nitrogen Oxides,24157.08,TON,"Subbituminous Coal, Pulverized"
KS,Nitrogen Oxides,16140.97,TON,"Subbituminous Coal, Pulverized"
MI,Nitrogen Oxides,47454.5,TON,"Subbituminous Coal, Pulverized"
MN,Nitrogen Oxides,15529.69,TON,"Subbituminous Coal, Pulverized"
MO,Nitrogen Oxides,12149.78,TON,"Subbituminous Coal, Pulverized"
NE,Nitrogen Oxides,20244.74,TON,"Subbituminous Coal, Pulverized"
NM,Nitrogen Oxides,13842.7,TON,"Subbituminous Coal, Pulverized"
NV,Nitrogen Oxides,305,TON,"Subbituminous Coal, Pulverized"
OH,Nitrogen Oxides,10844,TON,"Subbituminous Coal, Pulverized"
OK,Nitrogen Oxides,15044.16,TON,"Subbituminous Coal, Pulverized"
OR,Nitrogen Oxides,4048,TON,"Subbituminous Coal, Pulverized"
TX,Nitrogen Oxides,9764.645,TON,"Subbituminous Coal, Pulverized"
WI,Nitrogen Oxides,15577.44,TON,"Subbituminous Coal, Pulverized"
WY,Nitrogen Oxides,23351.72,TON,"Subbituminous Coal, Pulverized"
IA,Nitrogen Oxides,5462.05,TON,Subbituminous Coal
IL,Nitrogen Oxides,0,TON,Subbituminous Coal
IN,Nitrogen Oxides,5294.6,TON,Subbituminous Coal
KS,Nitrogen Oxides,3972.78,TON,Subbituminous Coal
KY,Nitrogen Oxides,4.38203,TON,Subbituminous Coal
MN,Nitrogen Oxides,1431,TON,Subbituminous Coal
MO,Nitrogen Oxides,26734.21,TON,Subbituminous Coal
MS,Nitrogen Oxides,3504.7,TON,Subbituminous Coal
SD,Nitrogen Oxides,10588.8,TON,Subbituminous Coal
TN,Nitrogen Oxides,676.113,TON,Subbituminous Coal
WI,Nitrogen Oxides,3424.7,TON,Subbituminous Coal
AK,Nitrogen Oxides,1839.31,TON,Subbituminous Coal
IA,Nitrogen Oxides,385,TON,Subbituminous Coal
IN,Nitrogen Oxides,352.814,TON,Subbituminous Coal
MI,Nitrogen Oxides,323.65,TON,Subbituminous Coal
MN,Nitrogen Oxides,1033.06,TON,Subbituminous Coal
AK,Nitrogen Oxides,263.07,TON,Subbituminous Coal
IA,Nitrogen Oxides,183.71,TON,Subbituminous Coal
WI,Nitrogen Oxides,245.6,TON,Subbituminous Coal
AR,Nitrogen Oxides,23008.3,TON,"Subbituminous Coal, Pulverized"
CO,Nitrogen Oxides,2931.5,TON,"Subbituminous Coal, Pulverized"
IA,Nitrogen Oxides,6972.28,TON,"Subbituminous Coal, Pulverized"
IL,Nitrogen Oxides,5545.9,TON,"Subbituminous Coal, Pulverized"
IN,Nitrogen Oxides,1707.8,TON,"Subbituminous Coal, Pulverized"
KS,Nitrogen Oxides,19581.594,TON,"Subbituminous Coal, Pulverized"
LA,Nitrogen Oxides,3776,TON,"Subbituminous Coal, Pulverized"
MI,Nitrogen Oxides,5278.7,TON,"Subbituminous Coal, Pulverized"
MN,Nitrogen Oxides,12677.7,TON,"Subbituminous Coal, Pulverized"
MO,Nitrogen Oxides,23148.29,TON,"Subbituminous Coal, Pulverized"
MT,Nitrogen Oxides,15545.91,TON,"Subbituminous Coal, Pulverized"
NE,Nitrogen Oxides,9266.895,TON,"Subbituminous Coal, Pulverized"
OH,Nitrogen Oxides,5031,TON,"Subbituminous Coal, Pulverized"
OK,Nitrogen Oxides,34563.15,TON,"Subbituminous Coal, Pulverized"
TN,Nitrogen Oxides,5865,TON,"Subbituminous Coal, Pulverized"
TX,Nitrogen Oxides,18411.9,TON,"Subbituminous Coal, Pulverized"
WA,Nitrogen Oxides,6627,TON,"Subbituminous Coal, Pulverized"
WI,Nitrogen Oxides,1156.7,TON,"Subbituminous Coal, Pulverized"
WY,Nitrogen Oxides,14980.6,TON,"Subbituminous Coal, Pulverized"
IA,Nitrogen Oxides,179.92,TON,Subbituminous Coal
CO,Nitrogen Oxides,46.21,TON,Subbituminous Coal
LA,Nitrogen Oxides,767.1,TON,Subbituminous Coal
OK,Nitrogen Oxides,2150.6,TON,Subbituminous Coal
CA,Nitrogen Oxides,125.136,TON,Pulverized Lignite
LA,Nitrogen Oxides,4812,TON,Pulverized Lignite
ND,Nitrogen Oxides,2512.4,TON,Pulverized Lignite
TX,Nitrogen Oxides,15398.59,TON,Pulverized Lignite
MT,Nitrogen Oxides,707.434,TON,Pulverized Lignite
ND,Nitrogen Oxides,19279.4,TON,Pulverized Lignite
TX,Nitrogen Oxides,45625.62,TON,Pulverized Lignite
ND,Nitrogen Oxides,27921.8,TON,Lignite
ND,Nitrogen Oxides,350,TON,Lignite
ND,Nitrogen Oxides,950.5,TON,Lignite
MS,Nitrogen Oxides,1850.1,TON,Lignite
TX,Nitrogen Oxides,1285.667,TON,Lignite
AR,Nitrogen Oxides,10.74,TON,Residual Oil - Grade 6
CT,Nitrogen Oxides,9.120468,TON,Residual Oil - Grade 6
DE,Nitrogen Oxides,0,TON,Residual Oil - Grade 6
FL,Nitrogen Oxides,516.282913,TON,Residual Oil - Grade 6
GA,Nitrogen Oxides,13.33,TON,Residual Oil - Grade 6
HI,Nitrogen Oxides,13451.10235,TON,Residual Oil - Grade 6
IL,Nitrogen Oxides,0,TON,Residual Oil - Grade 6
IN,Nitrogen Oxides,0.370125,TON,Residual Oil - Grade 6
KS,Nitrogen Oxides,0,TON,Residual Oil - Grade 6
LA,Nitrogen Oxides,1574.98,TON,Residual Oil - Grade 6
MA,Nitrogen Oxides,82.6356,TON,Residual Oil - Grade 6
MD,Nitrogen Oxides,49.599,TON,Residual Oil - Grade 6
ME,Nitrogen Oxides,85.83,TON,Residual Oil - Grade 6
MI,Nitrogen Oxides,138.3,TON,Residual Oil - Grade 6
MN,Nitrogen Oxides,0.06117,TON,Residual Oil - Grade 6
NE,Nitrogen Oxides,0.0000003,TON,Residual Oil - Grade 6
NJ,Nitrogen Oxides,28.12,TON,Residual Oil - Grade 6
NV,Nitrogen Oxides,0.00761,TON,Residual Oil - Grade 6
NY,Nitrogen Oxides,464.483435,TON,Residual Oil - Grade 6
OK,Nitrogen Oxides,0,TON,Residual Oil - Grade 6
PA,Nitrogen Oxides,160.4409,TON,Residual Oil - Grade 6
PR,Nitrogen Oxides,6622.251,TON,Residual Oil - Grade 6
SC,Nitrogen Oxides,3.25448,TON,Residual Oil - Grade 6
VA,Nitrogen Oxides,0,TON,Residual Oil - Grade 6
WA,Nitrogen Oxides,0,TON,Residual Oil - Grade 6
WI,Nitrogen Oxides,8.93945,TON,Residual Oil - Grade 6
WY,Nitrogen Oxides,9.4,TON,Residual Oil - Grade 6
CT,Nitrogen Oxides,149.6528,TON,Residual Oil - Grade 6
DE,Nitrogen Oxides,0,TON,Residual Oil - Grade 6
FL,Nitrogen Oxides,290.46,TON,Residual Oil - Grade 6
GA,Nitrogen Oxides,0.89,TON,Residual Oil - Grade 6
HI,Nitrogen Oxides,3682.767,TON,Residual Oil - Grade 6
KS,Nitrogen Oxides,0,TON,Residual Oil - Grade 6
MA,Nitrogen Oxides,9.4138,TON,Residual Oil - Grade 6
MD,Nitrogen Oxides,49.3135,TON,Residual Oil - Grade 6
NE,Nitrogen Oxides,5.7000001,TON,Residual Oil - Grade 6
NH,Nitrogen Oxides,117.9,TON,Residual Oil - Grade 6
NV,Nitrogen Oxides,78.1106,TON,Residual Oil - Grade 6
NY,Nitrogen Oxides,670.394175,TON,Residual Oil - Grade 6
PA,Nitrogen Oxides,61.7863,TON,Residual Oil - Grade 6
PR,Nitrogen Oxides,14846.81361,TON,Residual Oil - Grade 6
VA,Nitrogen Oxides,314.49,TON,Residual Oil - Grade 6
KS,Nitrogen Oxides,0,TON,Residual Oil
,Nitrogen Oxides,3.8,TON,Distillate Oil - Grades 1 and 2
AK,Nitrogen Oxides,670.44,TON,Distillate Oil - Grades 1 and 2
AL,Nitrogen Oxides,20.66,TON,Distillate Oil - Grades 1 and 2
AR,Nitrogen Oxides,39.99304,TON,Distillate Oil - Grades 1 and 2
AZ,Nitrogen Oxides,30.72191,TON,Distillate Oil - Grades 1 and 2
CA,Nitrogen Oxides,0.11909,TON,Distillate Oil - Grades 1 and 2
CO,Nitrogen Oxides,16.6101,TON,Distillate Oil - Grades 1 and 2
CT,Nitrogen Oxides,7.5494206,TON,Distillate Oil - Grades 1 and 2
DE,Nitrogen Oxides,150.601885,TON,Distillate Oil - Grades 1 and 2
FL,Nitrogen Oxides,56.467841,TON,Distillate Oil - Grades 1 and 2
GA,Nitrogen Oxides,13.568,TON,Distillate Oil - Grades 1 and 2
HI,Nitrogen Oxides,20.9346419,TON,Distillate Oil - Grades 1 and 2
IA,Nitrogen Oxides,1.17,TON,Distillate Oil - Grades 1 and 2
IL,Nitrogen Oxides,0.858,TON,Distillate Oil - Grades 1 and 2
IN,Nitrogen Oxides,37.00501,TON,Distillate Oil - Grades 1 and 2
KS,Nitrogen Oxides,7.93923,TON,Distillate Oil - Grades 1 and 2
KY,Nitrogen Oxides,15.7342324,TON,Distillate Oil - Grades 1 and 2
LA,Nitrogen Oxides,2.8119,TON,Distillate Oil - Grades 1 and 2
MA,Nitrogen Oxides,13.5537,TON,Distillate Oil - Grades 1 and 2
MD,Nitrogen Oxides,3.85166,TON,Distillate Oil - Grades 1 and 2
ME,Nitrogen Oxides,3.7717745,TON,Distillate Oil - Grades 1 and 2
MI,Nitrogen Oxides,42.754875,TON,Distillate Oil - Grades 1 and 2
MN,Nitrogen Oxides,5.1956696,TON,Distillate Oil - Grades 1 and 2
MO,Nitrogen Oxides,5.65,TON,Distillate Oil - Grades 1 and 2
NC,Nitrogen Oxides,77.35,TON,Distillate Oil - Grades 1 and 2
ND,Nitrogen Oxides,0.6,TON,Distillate Oil - Grades 1 and 2
NE,Nitrogen Oxides,0.8347505,TON,Distillate Oil - Grades 1 and 2
NH,Nitrogen Oxides,3.18947,TON,Distillate Oil - Grades 1 and 2
NJ,Nitrogen Oxides,6.712,TON,Distillate Oil - Grades 1 and 2
NM,Nitrogen Oxides,0.12,TON,Distillate Oil - Grades 1 and 2
NV,Nitrogen Oxides,0.00004,TON,Distillate Oil - Grades 1 and 2
NY,Nitrogen Oxides,3.070224,TON,Distillate Oil - Grades 1 and 2
OH,Nitrogen Oxides,37.62539,TON,Distillate Oil - Grades 1 and 2
OK,Nitrogen Oxides,1.633,TON,Distillate Oil - Grades 1 and 2
OR,Nitrogen Oxides,0,TON,Distillate Oil - Grades 1 and 2
PA,Nitrogen Oxides,98.7871,TON,Distillate Oil - Grades 1 and 2
PR,Nitrogen Oxides,1679.9981,TON,Distillate Oil - Grades 1 and 2
SC,Nitrogen Oxides,10.676376,TON,Distillate Oil - Grades 1 and 2
SD,Nitrogen Oxides,3.1,TON,Distillate Oil - Grades 1 and 2
TN,Nitrogen Oxides,155.5584,TON,Distillate Oil - Grades 1 and 2
TX,Nitrogen Oxides,2.6818,TON,Distillate Oil - Grades 1 and 2
UT,Nitrogen Oxides,18.862954,TON,Distillate Oil - Grades 1 and 2
VA,Nitrogen Oxides,4038.49714,TON,Distillate Oil - Grades 1 and 2
VT,Nitrogen Oxides,0.09,TON,Distillate Oil - Grades 1 and 2
WA,Nitrogen Oxides,2.24,TON,Distillate Oil - Grades 1 and 2
WI,Nitrogen Oxides,20.34727,TON,Distillate Oil - Grades 1 and 2
WV,Nitrogen Oxides,8.28,TON,Distillate Oil - Grades 1 and 2
DC,Nitrogen Oxides,204.342,TON,Distillate Oil - Grade 4
MD,Nitrogen Oxides,264.013935,TON,Distillate Oil - Grade 4
MO,Nitrogen Oxides,0.48,TON,Distillate Oil - Grade 4
MS,Nitrogen Oxides,0,TON,Distillate Oil - Grade 4
WY,Nitrogen Oxides,10.8,TON,Distillate Oil - Grade 4
MD,Nitrogen Oxides,1.1375,TON,Distillate Oil - Grade 4
WI,Nitrogen Oxides,0.4400225,TON,Distillate Oil - Grade 4
AK,Nitrogen Oxides,62.33,TON,Natural Gas
AL,Nitrogen Oxides,2.09,TON,Natural Gas
AR,Nitrogen Oxides,743.006,TON,Natural Gas
AZ,Nitrogen Oxides,98.7585,TON,Natural Gas
CA,Nitrogen Oxides,497.7824,TON,Natural Gas
